business_id,monthly_cash_flow_sar,business_age_months
BIZ-001862,7445.68,131
BIZ-001863,90446.43,14
BIZ-001864,61334.57,203
BIZ-001865,29433.4,185
BIZ-001866,25776.87,54
BIZ-001867,17871.59,63
BIZ-001868,43413.42,7
BIZ-001869,15202.6,88
BIZ-001870,27877.35,10
BIZ-001871,52677.01,224
BIZ-001872,12559.01,33
BIZ-001873,11894.21,158
BIZ-001874,6671.73,137
BIZ-001875,7597.14,57
BIZ-001876,3539.02,194
BIZ-001877,45698.87,27
BIZ-001878,134445.55,212
BIZ-001879,91613.04,177
BIZ-001880,4332.57,152
BIZ-001881,45472.12,211
BIZ-001882,91318.29,97
BIZ-001883,13949.38,68
BIZ-001884,24378.27,37
BIZ-001885,2957.52,221
BIZ-001886,28759.87,96
BIZ-001887,7604.08,199
BIZ-001888,26893.37,80
BIZ-001889,4622.99,229
BIZ-001890,37905.75,208
BIZ-001891,61359.95,74
BIZ-001892,10065.01,117
BIZ-001893,7066.19,190
BIZ-001894,2550.33,55
BIZ-001895,16874.97,6
BIZ-001896,12312.94,70
BIZ-001897,4670.31,142
BIZ-001898,34648.81,33
BIZ-001899,14045.11,80
BIZ-001900,7512.05,220
BIZ-001901,12650.19,18
BIZ-001902,64299.33,13
BIZ-001903,40252.88,102
BIZ-001904,19340.83,4
BIZ-001905,40908.99,7
BIZ-001906,6898.7,44
BIZ-001907,22751.13,25
BIZ-001908,25522.67,194
BIZ-001909,13768.84,30
BIZ-001910,34045.68,126
BIZ-001911,10092.69,169
BIZ-001912,36673.9,150
BIZ-001913,38248.47,157
BIZ-001914,1191.35,86
BIZ-001915,72424.92,213
BIZ-001916,1045.62,17
BIZ-001917,11895.92,26
BIZ-001918,61411.23,205
BIZ-001919,16037.95,17
BIZ-001920,5083.8,46
BIZ-001921,7378.04,42
BIZ-001922,61506.97,8
BIZ-001923,3224.38,28
BIZ-001924,68117.61,137
BIZ-001925,20845.59,159
BIZ-001926,6684.89,20
BIZ-001927,12294.23,226
BIZ-001928,7964.71,23
BIZ-001929,52377.12,165
BIZ-001930,45817.79,192
BIZ-001931,3947.5,125
BIZ-001932,14711.84,118
BIZ-001933,9291.12,27
BIZ-001934,80298.8,58
BIZ-001935,5709.58,204
BIZ-001936,109560.16,84
BIZ-001937,21305.17,9
BIZ-001938,6891.65,175
BIZ-001939,11189.44,164
BIZ-001940,9881.12,16
BIZ-001941,6157.23,13
BIZ-001942,24217.4,28
BIZ-001943,6451.61,13
BIZ-001944,2488.99,148
BIZ-001945,15067.92,32
BIZ-001946,3630.57,146
BIZ-001947,10382.11,43
BIZ-001948,8874.14,233
BIZ-001949,9216.81,174
BIZ-001950,162911.62,90
BIZ-001951,23304.73,103
BIZ-001952,28151.92,16
BIZ-001953,3727.91,14
BIZ-001954,11453.34,129
BIZ-001955,27318.04,6
BIZ-001956,7906.74,153
BIZ-001957,54614.95,92
BIZ-001958,6616.38,34
BIZ-001959,16541.6,129
BIZ-001960,12258.18,133
BIZ-001961,25960.22,179
BIZ-001962,11608.7,48
BIZ-001963,16799.53,131
BIZ-001964,17393.81,202
BIZ-001965,10568.28,65
BIZ-001966,35778.19,200
BIZ-001967,27956.03,173
BIZ-001968,20158.6,103
BIZ-001969,14321.85,212
BIZ-001970,48851.68,232
BIZ-001971,17398.96,57
BIZ-001972,16208.69,235
BIZ-001973,24457.45,1
BIZ-001974,120160.87,31
BIZ-001975,5765.48,11
BIZ-001976,47565.21,88
BIZ-001977,3317.04,224
BIZ-001978,27371.93,144
BIZ-001979,106412.98,148
BIZ-001980,35906.32,21
BIZ-001981,26124.4,124
BIZ-001982,12576.06,92
BIZ-001983,22721.05,115
BIZ-001984,17118.88,63
BIZ-001985,10036.9,49
BIZ-001986,16483.65,228
BIZ-001987,26859.67,134
BIZ-001988,10226.96,99
BIZ-001989,9835.15,18
BIZ-001990,5651.95,183
BIZ-001991,32556.26,113
BIZ-001992,37999.31,93
BIZ-001993,27768.58,160
BIZ-001994,57824.65,32
BIZ-001995,24049.46,128
BIZ-001996,32598.15,207
BIZ-001997,29846.93,111
BIZ-001998,20099.7,1
BIZ-001999,12954.24,55
BIZ-002000,201622.54,14
BIZ-002001,14017.32,120
BIZ-002002,11317.69,88
BIZ-002003,33996.4,32
BIZ-002004,28335.04,165
BIZ-002005,5405.7,43
BIZ-002006,67688.95,82
BIZ-002007,20046.41,237
BIZ-002008,7252.26,16
BIZ-002009,72314.8,60
BIZ-002010,41178.67,76
BIZ-002011,6219.58,122
BIZ-002012,130246.34,59
BIZ-002013,42565.42,232
BIZ-002014,21803.02,2
BIZ-002015,108035.89,227
BIZ-002016,25830.15,128
BIZ-002017,21416.5,10
BIZ-002018,11380.99,28
BIZ-002019,39412.98,25
BIZ-002020,35475.69,69
BIZ-002021,22352.2,80
BIZ-002022,9996.73,154
BIZ-002023,25082.6,75
BIZ-002024,20541.47,174
BIZ-002025,5805.29,71
BIZ-002026,5055.28,63
BIZ-002027,38760.36,66
BIZ-002028,1632.9,79
BIZ-002029,27049.14,201
BIZ-002030,13655.76,60
BIZ-002031,81490.9,66
BIZ-002032,13447.28,229
BIZ-002033,42594.66,157
BIZ-002034,14810.42,46
BIZ-002035,24679.99,208
BIZ-002036,46020.24,44
BIZ-002037,13869.46,39
BIZ-002038,59668.22,107
BIZ-002039,8154.31,166
BIZ-002040,29572.28,46
BIZ-002041,55416.89,181
BIZ-002042,42618.23,38
BIZ-002043,149708.43,187
BIZ-002044,10265.67,23
BIZ-002045,5546.1,111
BIZ-002046,8149.12,154
BIZ-002047,42635.5,64
BIZ-002048,36240.15,147
BIZ-002049,24398.01,165
BIZ-002050,7165.57,156
BIZ-002051,47423.22,95
BIZ-002052,6472.35,185
BIZ-002053,70189.19,175
BIZ-002054,383631.76,78
BIZ-002055,31775.51,176
BIZ-002056,39462.58,220
BIZ-002057,13455.46,196
BIZ-002058,3603.95,176
BIZ-002059,12055.55,184
BIZ-002060,7384.25,193
BIZ-002061,5182.25,70
BIZ-002062,123298.06,173
BIZ-002063,28936.6,48
BIZ-002064,32198.9,86
BIZ-002065,16171.05,224
BIZ-002066,18529.68,68
BIZ-002067,57788.82,202
BIZ-002068,21325.59,101
BIZ-002069,37447.45,51
BIZ-002070,18105.95,24
BIZ-002071,15644.07,132
BIZ-002072,5394.23,108
BIZ-002073,3048.03,123
BIZ-002074,16957.04,11
BIZ-002075,23306.71,65
BIZ-002076,6086.75,1
BIZ-002077,21280.05,73
BIZ-002078,23242.84,223
BIZ-002079,2550.37,37
BIZ-002080,8820.87,165
BIZ-002081,33099.18,2
BIZ-002082,32437.12,135
BIZ-002083,6948.81,221
BIZ-002084,25808.21,82
BIZ-002085,61230.9,48
BIZ-002086,47909.69,137
BIZ-002087,20024.55,67
BIZ-002088,13794.48,214
BIZ-002089,11738.81,203
BIZ-002090,35165.47,156
BIZ-002091,26771.79,153
BIZ-002092,41332.48,144
BIZ-002093,25131.41,176
BIZ-002094,49949.31,110
BIZ-002095,24211.73,232
BIZ-002096,48275.95,83
BIZ-002097,52618.49,3
BIZ-002098,9852.43,167
BIZ-002099,3611.42,159
BIZ-002100,103103.94,235
BIZ-002101,28471.5,95
BIZ-002102,3966.0,102
BIZ-002103,10787.9,135
BIZ-002104,47661.26,94
BIZ-002105,16652.63,188
BIZ-002106,13199.56,103
BIZ-002107,89400.53,188
BIZ-002108,7728.83,102
BIZ-002109,9915.42,54
BIZ-002110,27211.27,237
BIZ-002111,32547.47,126
BIZ-002112,36182.94,169
BIZ-002113,54788.63,142
BIZ-002114,26864.97,86
BIZ-002115,35932.01,233
BIZ-002116,16996.98,89
BIZ-002117,23451.7,238
BIZ-002118,24527.11,103
BIZ-002119,27312.46,6
BIZ-002120,47692.99,9
BIZ-002121,38374.39,233
BIZ-002122,23022.26,127
BIZ-002123,9807.22,93
BIZ-002124,23568.62,194
BIZ-002125,21417.9,148
BIZ-002126,26720.37,158
BIZ-002127,200090.55,164
BIZ-002128,13045.87,48
BIZ-002129,33600.26,22
BIZ-002130,64116.82,175
BIZ-002131,24294.42,6
BIZ-002132,228169.74,172
BIZ-002133,15092.61,32
BIZ-002134,30457.55,63
BIZ-002135,9908.96,170
BIZ-002136,15498.14,149
BIZ-002137,28252.41,187
BIZ-002138,51344.04,147
BIZ-002139,30305.81,12
BIZ-002140,77583.87,201
BIZ-002141,20030.97,52
BIZ-002142,15801.05,33
BIZ-002143,329056.62,210
BIZ-002144,32670.82,47
BIZ-002145,10726.99,129
BIZ-002146,11000.94,117
BIZ-002147,8581.12,184
BIZ-002148,56194.23,11
BIZ-002149,15300.22,26
BIZ-002150,25018.29,100
BIZ-002151,20671.09,114
BIZ-002152,45774.96,189
BIZ-002153,9445.14,145
BIZ-002154,7513.28,36
BIZ-002155,27564.87,234
BIZ-002156,40173.36,110
BIZ-002157,30715.8,231
BIZ-002158,9804.01,237
BIZ-002159,43368.33,13
BIZ-002160,10468.64,121
BIZ-002161,13075.05,101
BIZ-002162,8570.2,120
BIZ-002163,80915.31,75
BIZ-002164,41498.87,134
BIZ-002165,40335.75,118
BIZ-002166,76665.83,45
BIZ-002167,366828.33,69
BIZ-002168,3986.92,36
BIZ-002169,10526.21,202
BIZ-002170,11894.42,162
BIZ-002171,9406.73,93
BIZ-002172,7498.19,95
BIZ-002173,16323.27,19
BIZ-002174,6525.0,70
BIZ-002175,30792.99,221
BIZ-002176,23195.15,8
BIZ-002177,35633.04,35
BIZ-002178,36597.25,203
BIZ-002179,40255.7,125
BIZ-002180,15162.66,8
BIZ-002181,183715.46,118
BIZ-002182,27845.62,180
BIZ-002183,3420.41,83
BIZ-002184,8083.86,92
BIZ-002185,3864.15,151
BIZ-002186,22411.61,144
BIZ-002187,19500.49,216
BIZ-002188,13788.28,60
BIZ-002189,164542.82,66
BIZ-002190,38138.63,38
BIZ-002191,45528.71,159
BIZ-002192,8681.3,128
BIZ-002193,8110.02,83
BIZ-002194,22852.26,167
BIZ-002195,26186.71,91
BIZ-002196,3441.59,47
BIZ-002197,18392.4,130
BIZ-002198,22338.62,105
BIZ-002199,17762.61,97
BIZ-002200,9765.49,107
BIZ-002201,12841.85,219
BIZ-002202,18455.93,52
BIZ-002203,24120.08,66
BIZ-002204,40327.61,136
BIZ-002205,64916.44,12
BIZ-002206,16410.1,35
BIZ-002207,13958.5,136
BIZ-002208,34120.57,122
BIZ-002209,40572.47,157
BIZ-002210,14268.36,28
BIZ-002211,48552.14,205
BIZ-002212,58664.22,117
BIZ-002213,80152.51,38
BIZ-002214,130394.65,75
BIZ-002215,9261.15,55
BIZ-002216,22334.73,109
BIZ-002217,22276.28,113
BIZ-002218,19968.8,104
BIZ-002219,11507.3,111
BIZ-002220,4986.24,217
BIZ-002221,24165.46,230
BIZ-002222,10215.33,118
BIZ-002223,24004.43,231
BIZ-002224,9956.26,196
BIZ-002225,7334.48,196
BIZ-002226,27841.93,54
BIZ-002227,25614.7,105
BIZ-002228,39311.88,85
BIZ-002229,195998.79,24
BIZ-002230,29064.99,18
BIZ-002231,35777.76,149
BIZ-002232,7498.35,101
BIZ-002233,6082.02,198
BIZ-002234,107240.52,160
BIZ-002235,8747.47,21
BIZ-002236,7754.71,201
BIZ-002237,21181.87,119
BIZ-002238,20126.8,136
BIZ-002239,8932.87,231
BIZ-002240,16236.66,153
BIZ-002241,75310.57,6
BIZ-002242,9837.99,43
BIZ-002243,5466.14,102
BIZ-002244,56533.78,9
BIZ-002245,36036.84,41
BIZ-002246,11842.87,190
BIZ-002247,4527.08,35
BIZ-002248,10460.66,40
BIZ-002249,20853.89,121
BIZ-002250,70662.63,22
BIZ-002251,7812.01,62
BIZ-002252,20241.3,225
BIZ-002253,43266.96,151
BIZ-002254,2035.98,231
BIZ-002255,61931.62,85
BIZ-002256,6751.7,148
BIZ-002257,30699.31,58
BIZ-002258,28188.89,91
BIZ-002259,65159.04,42
BIZ-002260,38212.75,200
BIZ-002261,2044.09,44
BIZ-002262,10048.92,49
BIZ-002263,25291.03,111
BIZ-002264,18124.5,103
BIZ-002265,35511.46,76
BIZ-002266,48502.3,86
BIZ-002267,40475.48,71
BIZ-002268,17778.14,219
BIZ-002269,3476.09,139
BIZ-002270,13967.92,220
BIZ-002271,33401.9,236
BIZ-002272,7402.35,156
BIZ-002273,41409.88,198
BIZ-002274,54633.0,27
BIZ-002275,25005.9,227
BIZ-002276,1028.87,116
BIZ-002277,6135.9,171
BIZ-002278,145246.73,59
BIZ-002279,12752.24,23
BIZ-002280,3028.6,212
BIZ-002281,75754.07,108
BIZ-002282,22322.62,34
BIZ-002283,66498.89,158
BIZ-002284,29055.37,13
BIZ-002285,34841.31,108
BIZ-002286,31666.33,169
BIZ-002287,44244.59,173
BIZ-002288,214793.09,109
BIZ-002289,58163.1,89
BIZ-002290,4535.36,201
BIZ-002291,34429.24,45
BIZ-002292,68973.71,18
BIZ-002293,73328.22,38
BIZ-002294,14377.14,192
BIZ-002295,70611.23,113
BIZ-002296,55700.39,9
BIZ-002297,288519.35,41
BIZ-002298,10404.55,7
BIZ-002299,13261.22,195
BIZ-002300,16218.06,111
BIZ-002301,13491.0,17
BIZ-002302,9045.11,53
BIZ-002303,1390.37,148
BIZ-002304,14261.24,142
BIZ-002305,31868.01,196
BIZ-002306,13450.59,7
BIZ-002307,152570.37,17
BIZ-002308,22323.07,9
BIZ-002309,80099.83,95
BIZ-002310,28607.39,174
BIZ-002311,50332.55,159
BIZ-002312,29121.78,51
BIZ-002313,86576.58,158
BIZ-002314,23293.73,157
BIZ-002315,36174.9,46
BIZ-002316,31771.75,180
BIZ-002317,16509.88,101
BIZ-002318,33023.75,15
BIZ-002319,205743.65,94
BIZ-002320,16807.88,184
BIZ-002321,33505.5,167
BIZ-002322,77480.3,65
BIZ-002323,68889.1,181
BIZ-002324,22286.05,94
BIZ-002325,2031.67,110
BIZ-002326,36927.17,21
BIZ-002327,2393.53,239
BIZ-002328,95792.27,201
BIZ-002329,26094.34,47
BIZ-002330,59854.63,135
BIZ-002331,8936.41,187
BIZ-002332,4663.36,121
BIZ-002333,28588.34,51
BIZ-002334,21298.6,232
BIZ-002335,13473.22,65
BIZ-002336,23972.47,80
BIZ-002337,350612.15,89
BIZ-002338,50742.83,213
BIZ-002339,62912.4,120
BIZ-002340,51222.64,173
BIZ-002341,96709.04,216
BIZ-002342,18213.68,222
BIZ-002343,2822.11,205
BIZ-002344,18240.76,217
BIZ-002345,49599.48,227
BIZ-002346,8351.53,237
BIZ-002347,18465.03,154
BIZ-002348,11028.41,32
BIZ-002349,98916.29,28
BIZ-002350,46604.72,191
BIZ-002351,42257.65,76
BIZ-002352,41011.23,193
BIZ-002353,21221.09,224
BIZ-002354,26837.52,155
BIZ-002355,6733.26,183
BIZ-002356,2473.92,67
BIZ-002357,25593.18,104
BIZ-002358,30454.54,231
BIZ-002359,73811.11,196
BIZ-002360,106014.99,49
BIZ-002361,105873.31,224
BIZ-002362,8119.11,120
BIZ-002363,15486.67,202
BIZ-002364,35608.31,125
BIZ-002365,277036.54,145
BIZ-002366,96770.67,39
BIZ-002367,67467.22,81
BIZ-002368,14946.2,173
BIZ-002369,9107.02,202
BIZ-002370,48480.06,22
BIZ-002371,7327.13,19
BIZ-002372,17353.75,166
BIZ-002373,19638.01,107
BIZ-002374,108327.26,203
BIZ-002375,15449.05,17
BIZ-002376,1921.29,84
BIZ-002377,36477.27,9
BIZ-002378,10948.72,170
BIZ-002379,22985.78,206
BIZ-002380,20197.12,38
BIZ-002381,16752.39,78
BIZ-002382,48549.57,203
BIZ-002383,4755.87,10
BIZ-002384,13134.34,228
BIZ-002385,43653.46,212
BIZ-002386,11919.31,37
BIZ-002387,4408.07,34
BIZ-002388,42982.8,166
BIZ-002389,67717.14,3
BIZ-002390,21057.35,121
BIZ-002391,3099.99,16
BIZ-002392,44621.44,128
BIZ-002393,4188.56,84
BIZ-002394,29995.4,169
BIZ-002395,9068.26,211
BIZ-002396,6906.1,117
BIZ-002397,14158.78,154
BIZ-002398,18337.48,144
BIZ-002399,11565.61,236
BIZ-002400,39684.0,56
BIZ-002401,14100.01,58
BIZ-002402,58699.76,91
BIZ-002403,29178.08,177
BIZ-002404,10964.77,207
BIZ-002405,9265.56,67
BIZ-002406,4240.79,27
BIZ-002407,29458.36,146
BIZ-002408,15450.74,143
BIZ-002409,2054.53,90
BIZ-002410,12891.01,45
BIZ-002411,8946.04,204
BIZ-002412,106476.29,203
BIZ-002413,4012.71,179
BIZ-002414,5211.64,139
BIZ-002415,66834.16,63
BIZ-002416,85542.03,97
BIZ-002417,10456.9,17
BIZ-002418,11706.67,60
BIZ-002419,40791.76,108
BIZ-002420,2149.31,105
BIZ-002421,3424.83,20
BIZ-002422,16635.04,229
BIZ-002423,103765.68,65
BIZ-002424,14246.55,122
BIZ-002425,24365.82,112
BIZ-002426,68445.24,113
BIZ-002427,181114.5,202
BIZ-002428,12371.51,179
BIZ-002429,21658.72,208
BIZ-002430,136223.91,91
BIZ-002431,4806.87,64
BIZ-002432,61548.52,103
BIZ-002433,7956.02,135
BIZ-002434,24403.27,81
BIZ-002435,17281.31,110
BIZ-002436,8450.56,37
BIZ-002437,8241.17,140
BIZ-002438,29039.56,171
BIZ-002439,59607.66,126
BIZ-002440,19346.44,209
BIZ-002441,23626.24,238
BIZ-002442,38994.43,217
BIZ-002443,8336.35,23
BIZ-002444,46151.86,211
BIZ-002445,49978.25,80
BIZ-002446,297635.93,108
BIZ-002447,15121.85,99
BIZ-002448,13931.65,68
BIZ-002449,47522.85,210
BIZ-002450,49966.31,153
BIZ-002451,12899.1,232
BIZ-002452,14718.16,229
BIZ-002453,37840.33,101
BIZ-002454,9627.86,174
BIZ-002455,14610.07,121
BIZ-002456,24090.98,119
BIZ-002457,59631.47,177
BIZ-002458,12032.92,165
BIZ-002459,3489.86,218
BIZ-002460,3240.24,185
BIZ-002461,6251.56,149
BIZ-002462,5924.39,220
BIZ-002463,18871.14,25
BIZ-002464,6708.43,183
BIZ-002465,10907.93,94
BIZ-002466,10156.96,104
BIZ-002467,14178.64,187
BIZ-002468,82661.09,66
BIZ-002469,42699.72,212
BIZ-002470,22384.62,120
BIZ-002471,13890.68,84
BIZ-002472,14282.17,79
BIZ-002473,30569.15,101
BIZ-002474,39504.47,226
BIZ-002475,8887.33,25
BIZ-002476,22844.84,122
BIZ-002477,2888.18,200
BIZ-002478,27220.18,113
BIZ-002479,47200.0,136
BIZ-002480,16646.1,84
BIZ-002481,135472.91,33
BIZ-002482,9124.89,153
BIZ-002483,27376.5,220
BIZ-002484,21251.34,125
BIZ-002485,19924.44,104
BIZ-002486,19646.96,31
BIZ-002487,24516.58,226
BIZ-002488,51429.06,208
BIZ-002489,87355.06,216
BIZ-002490,21976.96,86
BIZ-002491,49777.39,150
BIZ-002492,10918.71,104
BIZ-002493,47380.0,57
BIZ-002494,10280.54,50
BIZ-002495,65555.99,92
BIZ-002496,200915.74,133
BIZ-002497,19495.05,30
BIZ-002498,2458.87,168
BIZ-002499,12732.68,110
BIZ-002500,75499.03,211
BIZ-002501,38295.08,67
BIZ-002502,28251.83,13
BIZ-002503,60395.41,75
BIZ-002504,35755.29,233
BIZ-002505,74438.25,77
BIZ-002506,55238.95,169
BIZ-002507,100881.36,202
BIZ-002508,31533.2,68
BIZ-002509,54462.05,154
BIZ-002510,16201.72,49
BIZ-002511,12070.73,87
BIZ-002512,121390.47,71
BIZ-002513,27342.69,161
BIZ-002514,49260.64,210
BIZ-002515,24927.83,61
BIZ-002516,12252.49,70
BIZ-002517,22269.71,197
BIZ-002518,92595.33,111
BIZ-002519,38378.02,123
BIZ-002520,3977.97,169
BIZ-002521,17760.92,33
BIZ-002522,130913.72,209
BIZ-002523,17786.64,88
BIZ-002524,3639.21,158
BIZ-002525,146246.51,104
BIZ-002526,43581.7,180
BIZ-002527,20537.08,147
BIZ-002528,15192.88,42
BIZ-002529,65013.61,45
BIZ-002530,12810.45,210
BIZ-002531,69442.64,125
BIZ-002532,37880.63,66
BIZ-002533,28132.53,35
BIZ-002534,25476.58,31
BIZ-002535,18490.86,220
BIZ-002536,62670.12,234
BIZ-002537,9271.1,95
BIZ-002538,4350.63,49
BIZ-002539,40718.59,101
BIZ-002540,41408.37,33
BIZ-002541,35604.99,132
BIZ-002542,33114.56,150
BIZ-002543,15985.86,236
BIZ-002544,48411.02,77
BIZ-002545,21045.5,48
BIZ-002546,13533.0,32
BIZ-002547,16124.72,91
BIZ-002548,166148.91,144
BIZ-002549,3885.57,16
BIZ-002550,36307.81,182
BIZ-002551,4108.81,110
BIZ-002552,19766.95,190
BIZ-002553,14276.53,111
BIZ-002554,2737.97,38
BIZ-002555,32501.37,6
BIZ-002556,15062.48,134
BIZ-002557,2699.42,129
BIZ-002558,50999.35,195
BIZ-002559,92503.91,210
BIZ-002560,97745.69,39
BIZ-002561,31538.25,76
BIZ-002562,23064.69,50
BIZ-002563,83129.64,26
BIZ-002564,118466.27,1
BIZ-002565,68430.14,20
BIZ-002566,8590.93,126
BIZ-002567,26939.39,37
BIZ-002568,34184.11,47
BIZ-002569,3606.1,29
BIZ-002570,35219.69,174
BIZ-002571,213841.81,152
BIZ-002572,41770.1,230
BIZ-002573,96125.81,27
BIZ-002574,26447.44,50
BIZ-002575,20471.35,109
BIZ-002576,32249.94,156
BIZ-002577,9741.72,32
BIZ-002578,8402.0,51
BIZ-002579,78143.69,101
BIZ-002580,86885.14,5
BIZ-002581,8175.47,95
BIZ-002582,57988.43,182
BIZ-002583,20191.96,126
BIZ-002584,30940.11,104
BIZ-002585,34899.18,117
BIZ-002586,59536.83,227
BIZ-002587,23925.93,125
BIZ-002588,90234.04,128
BIZ-002589,30013.81,223
BIZ-002590,41117.3,38
BIZ-002591,9573.34,23
BIZ-002592,190738.57,108
BIZ-002593,35236.05,77
BIZ-002594,44936.13,49
BIZ-002595,4410.81,29
BIZ-002596,9674.98,210
BIZ-002597,75954.04,147
BIZ-002598,29345.4,166
BIZ-002599,3249.38,29
BIZ-002600,62211.18,82
BIZ-002601,12787.42,149
BIZ-002602,90338.32,127
BIZ-002603,20174.29,167
BIZ-002604,27030.11,161
BIZ-002605,71607.46,99
BIZ-002606,8977.77,188
BIZ-002607,8161.25,63
BIZ-002608,18097.0,20
BIZ-002609,50371.1,219
BIZ-002610,5820.39,6
BIZ-002611,4154.57,68
BIZ-002612,50197.52,28
BIZ-002613,12052.43,56
BIZ-002614,14880.01,95
BIZ-002615,3439.87,31
BIZ-002616,11170.38,112
BIZ-002617,21860.41,222
BIZ-002618,55847.38,33
BIZ-002619,10186.0,222
BIZ-002620,115540.47,99
BIZ-002621,11108.26,142
BIZ-002622,11124.53,106
BIZ-002623,102473.3,76
BIZ-002624,27213.27,27
BIZ-002625,12682.46,142
BIZ-002626,18861.29,220
BIZ-002627,85227.0,125
BIZ-002628,95435.21,144
BIZ-002629,9732.31,154
BIZ-002630,21111.35,93
BIZ-002631,24104.57,29
BIZ-002632,8215.35,122
BIZ-002633,20833.45,208
BIZ-002634,22144.02,76
BIZ-002635,68886.09,209
BIZ-002636,73675.46,205
BIZ-002637,15847.87,59
BIZ-002638,17783.86,138
BIZ-002639,42799.95,179
BIZ-002640,12268.76,119
BIZ-002641,39681.49,168
BIZ-002642,20172.86,218
BIZ-002643,8354.88,150
BIZ-002644,8460.5,201
BIZ-002645,93625.56,192
BIZ-002646,18837.0,195
BIZ-002647,113590.38,204
BIZ-002648,13178.79,54
BIZ-002649,29472.27,5
BIZ-002650,241030.01,37
BIZ-002651,7651.17,60
BIZ-002652,3301.68,165
BIZ-002653,79745.06,122
BIZ-002654,9635.32,113
BIZ-002655,21575.07,3
BIZ-002656,12259.81,164
BIZ-002657,28800.92,88
BIZ-002658,8513.97,182
BIZ-002659,18399.15,27
BIZ-002660,34538.0,71
BIZ-002661,8036.04,14
BIZ-002662,10937.1,69
BIZ-002663,15562.46,221
BIZ-002664,5277.38,118
BIZ-002665,14435.4,106
BIZ-002666,24804.9,66
BIZ-002667,14771.44,64
BIZ-002668,16791.42,160
BIZ-002669,21592.44,236
BIZ-002670,11432.97,179
BIZ-002671,43961.19,177
BIZ-002672,92593.86,113
BIZ-002673,13844.17,24
BIZ-002674,35781.93,173
BIZ-002675,17333.27,194
BIZ-002676,31744.9,122
BIZ-002677,105427.58,22
BIZ-002678,36631.34,171
BIZ-002679,3739.04,221
BIZ-002680,34682.68,54
BIZ-002681,75573.71,39
BIZ-002682,17648.46,177
BIZ-002683,59613.35,80
BIZ-002684,11046.67,171
BIZ-002685,4986.36,169
BIZ-002686,25366.1,64
BIZ-002687,3802.92,11
BIZ-002688,17330.6,133
BIZ-002689,79765.17,98
BIZ-002690,3262.46,205
BIZ-002691,6127.26,86
BIZ-002692,7847.64,60
BIZ-002693,20674.99,206
BIZ-002694,15279.74,176
BIZ-002695,89244.62,148
BIZ-002696,57202.24,228
BIZ-002697,36144.24,188
BIZ-002698,25479.52,208
BIZ-002699,32637.91,191
BIZ-002700,9302.31,96
BIZ-002701,51907.07,15
BIZ-002702,7244.2,146
BIZ-002703,50786.05,183
BIZ-002704,72124.03,238
BIZ-002705,27197.07,163
BIZ-002706,18467.86,136
BIZ-002707,32869.81,138
BIZ-002708,1259.51,28
BIZ-002709,29799.84,2
BIZ-002710,19665.99,11
BIZ-002711,20939.07,217
BIZ-002712,44646.56,189
BIZ-002713,20439.63,63
BIZ-002714,7043.03,102
BIZ-002715,19122.05,116
BIZ-002716,23565.89,59
BIZ-002717,24709.27,102
BIZ-002718,25897.96,84
BIZ-002719,62278.34,167
BIZ-002720,7435.09,182
BIZ-002721,26257.33,24
BIZ-002722,80011.82,112
BIZ-002723,3886.98,237
BIZ-002724,26361.15,208
BIZ-002725,12266.43,190
BIZ-002726,15203.63,176
BIZ-002727,8912.34,2
BIZ-002728,18591.31,233
BIZ-002729,138864.74,176
BIZ-002730,6220.28,213
BIZ-002731,6838.95,218
BIZ-002732,5991.31,61
BIZ-002733,123923.32,4
BIZ-002734,13872.45,158
BIZ-002735,21468.91,110
BIZ-002736,14723.75,5
BIZ-002737,8566.18,65
BIZ-002738,17410.86,237
BIZ-002739,257363.2,87
BIZ-002740,88616.28,63
BIZ-002741,9386.82,157
BIZ-002742,42090.36,159
BIZ-002743,9590.01,80
BIZ-002744,3728.02,203
BIZ-002745,61053.81,139
BIZ-002746,70269.48,39
BIZ-002747,62695.96,78
BIZ-002748,13768.45,203
BIZ-002749,18642.97,22
BIZ-002750,46619.1,3
BIZ-002751,32581.37,157
BIZ-002752,14859.02,106
BIZ-002753,4363.06,61
BIZ-002754,24683.13,113
BIZ-002755,64796.68,44
BIZ-002756,6650.26,90
BIZ-002757,41720.98,56
BIZ-002758,30685.38,141
BIZ-002759,46636.94,161
BIZ-002760,52679.18,219
BIZ-002761,10998.73,17
BIZ-002762,4372.28,79
BIZ-002763,12919.34,64
BIZ-002764,53590.51,139
BIZ-002765,12810.19,128
BIZ-002766,11003.37,210
BIZ-002767,3564.04,220
BIZ-002768,127089.59,185
BIZ-002769,50297.65,48
BIZ-002770,47567.07,10
BIZ-002771,57972.58,215
BIZ-002772,39210.83,226
BIZ-002773,17251.79,60
BIZ-002774,18699.2,12
BIZ-002775,14363.36,163
BIZ-002776,307042.29,141
BIZ-002777,38403.81,213
BIZ-002778,13852.2,138
BIZ-002779,35083.87,182
BIZ-002780,8015.49,188
BIZ-002781,99161.66,3
BIZ-002782,11372.24,36
BIZ-002783,36354.94,187
BIZ-002784,63957.73,43
BIZ-002785,32362.92,50
BIZ-002786,24208.76,180
BIZ-002787,22265.69,49
BIZ-002788,20817.7,36
BIZ-002789,12373.37,4
BIZ-002790,14051.95,113
BIZ-002791,96721.44,153
BIZ-002792,19760.96,175
